HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 65,county_fips
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033803610,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8036.10, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805906,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8059.06, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805908,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8059.08, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804801,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8048.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804802,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8048.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033804900,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8049, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033803613,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8036.13, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033803700,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8037, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033803801,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8038.01, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033803605,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8036.05, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033803803,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8038.03, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805602,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8056.02, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033805700,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8057, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033807200,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8072, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI-Greenbelt/Langley/College Park,1247103069,HPSA Population,Primary Care,17,13,MD,Proposed For Withdrawal,03/24/2022,09/22/2025,Unknown,24033807000,Not applicable,,7.1112,72985.0,12.8,10263:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,"Census Tract 8070, Prince George's County, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,21334,51651,0,LI,,3000:1,,17.2188,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031701508,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7015.08; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031702000,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7020; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24033807304,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8073.04; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031702101,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7021.01; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031701425,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7014.25; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031702200,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7022; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24033807409,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8074.09; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031701505,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7015.05; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031702301,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7023.01; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031701702,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7017.02; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031702302,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7023.02; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031701900,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7019; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24033807410,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Prince George's County, MD",,Region 3,MD,24033,24,Maryland,Prince George's,033,1,,,Census Tract 8074.10; Prince George's County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24033,24,Maryland,N,N,06/15/2026,2026/06/15,,24033
LI - Southeast Montgomery County,1247091040,HPSA Population,Primary Care,16,14,MD,Designated,05/22/2026,05/22/2026,Unknown,24031701509,Not applicable,,1.8156,24684.0,13.8,13596:1,Low Income Population HPSA,Non-Rural,,,,N,"Montgomery County, MD",,Region 3,MD,24031,24,Maryland,Montgomery,031,1,,,Census Tract 7015.09; Montgomery County; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,5447,19237,0,LI,,3000:1,,6.4144,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24031,24,Maryland,N,N,06/15/2026,2026/06/15,,24031
LI - Greater Charles Village/Lower Guilford,1244672314,HPSA Population,Primary Care,21,15,MD,Designated,05/27/2026,05/27/2026,Unknown,24510120600,Not applicable,,0.0000,7465.0,20.0,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 1206; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,0,7465,0,LI,,3000:1,,2.4900,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - Greater Charles Village/Lower Guilford,1244672314,HPSA Population,Primary Care,21,15,MD,Designated,05/27/2026,05/27/2026,Unknown,24510120400,Not applicable,,0.0000,7465.0,20.0,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 1204; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,0,7465,0,LI,,3000:1,,2.4900,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - Greater Charles Village/Lower Guilford,1244672314,HPSA Population,Primary Care,21,15,MD,Designated,05/27/2026,05/27/2026,Unknown,24510271102,Not applicable,,0.0000,7465.0,20.0,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2711.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,0,7465,0,LI,,3000:1,,2.4900,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - Greater Charles Village/Lower Guilford,1244672314,HPSA Population,Primary Care,21,15,MD,Designated,05/27/2026,05/27/2026,Unknown,24510271101,Not applicable,,0.0000,7465.0,20.0,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2711.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,0,7465,0,LI,,3000:1,,2.4900,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - Greater Charles Village/Lower Guilford,1244672314,HPSA Population,Primary Care,21,15,MD,Designated,05/27/2026,05/27/2026,Unknown,24510120100,Not applicable,,0.0000,7465.0,20.0,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 1201; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,0,7465,0,LI,,3000:1,,2.4900,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - Greater Charles Village/Lower Guilford,1244672314,HPSA Population,Primary Care,21,15,MD,Designated,05/27/2026,05/27/2026,Unknown,24510120201,Not applicable,,0.0000,7465.0,20.0,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 1202.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,0,7465,0,LI,,3000:1,,2.4900,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - Greater Charles Village/Lower Guilford,1244672314,HPSA Population,Primary Care,21,15,MD,Designated,05/27/2026,05/27/2026,Unknown,24510120202,Not applicable,,0.0000,7465.0,20.0,,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 1202.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,0,7465,0,LI,,3000:1,,2.4900,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-Wicomico County,1244547262,HPSA Population,Primary Care,15, 8,MD,Designated,03/08/2022,03/08/2022,Unknown,24045,Not applicable,,4.6038,39499.0,15.3,8580:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Wicomico County, MD",,Region 3,MD,24045,24,Maryland,Wicomico,045,1,,,Wicomico,,MD,SCTY,Single County,Medicaid Eligible Population HPSA,13811,25688,0,M,,3000:1,,8.5662,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24045,24,Maryland,N,N,06/15/2026,2026/06/15,,24045
Somerset County,1244530312,High Needs Geographic HPSA,Primary Care,16,20,MD,Proposed For Withdrawal,03/08/2022,01/27/2026,Unknown,24039,Not applicable,,4.7000,19699.0,20.1,4191:1,Geographic Population,Rural,,,,N,"Somerset County, MD",,Region 3,MD,24039,24,Maryland,Somerset,039,1,,,Somerset,,MD,SCTY,Single County,Geographic Population,14100,5599,0,TRC,,3000:1,,1.8700,P,Hpsa Geo HN,,24,Maryland,Not Applicable,R,MD,24039,24,Maryland,N,N,06/15/2026,2026/06/15,,24039
LI - East Central Baltimore City,1244387518,HPSA Population,Primary Care,22,14,MD,Proposed For Withdrawal,08/22/2022,09/22/2025,Unknown,24510261000,Not applicable,,1.8888,27308.0,32.2,14458:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,"Census Tract 2610, Baltimore city, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,5666,21642,0,LI,,3000:1,,7.2112,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East Central Baltimore City,1244387518,HPSA Population,Primary Care,22,14,MD,Proposed For Withdrawal,08/22/2022,09/22/2025,Unknown,24510080600,Not applicable,,1.8888,27308.0,32.2,14458:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,"Census Tract 806, Baltimore city, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,5666,21642,0,LI,,3000:1,,7.2112,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East Central Baltimore City,1244387518,HPSA Population,Primary Care,22,14,MD,Proposed For Withdrawal,08/22/2022,09/22/2025,Unknown,24510080400,Not applicable,,1.8888,27308.0,32.2,14458:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,"Census Tract 804, Baltimore city, Maryland",,MD,CT,Census Tract,Low Income Population HPSA,5666,21642,0,LI,,3000:1,,7.2112,P,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
